x,y,z,Ex,Ey,Ez,|E|
-1.75,1.75,3.5,1.5138200471316588e-06,5.600875996363316e-05,4.665006033029819e-08,5.602923361984441e-05
-1.75,3.5,-3.5,-4.088152126973149e-08,3.4606262395915377e-06,1.2302257833936317e-08,3.460889569818518e-06
-1.75,3.5,-1.75,0.012659062946053515,-0.28455300486922064,-0.0006707247799414232,0.2848352406681892
-1.75,3.5,0.0,0.0005005980550083942,0.010180789429547268,0.00031271833418992353,0.010197885299315644
-1.75,3.5,1.75,-0.00013217789579612503,-0.003200389977735238,-0.0007175530609737126,0.003282506572885726
-1.75,3.5,3.5,-1.4516977511345694e-06,1.8576700984173973e-06,2.1463566645071123e-07,2.3673683753307195e-06
0.0,-3.5,-3.5,7.425569788682174e-09,1.8062676650033181e-06,-8.731286903346906e-10,1.8062831392328656e-06
0.0,-3.5,-1.75,0.0018352918459212742,-0.30005359608495824,6.171570869201406e-05,0.3000592152034389
0.0,-3.5,0.0,0.0010355150536108097,-0.0236703345899789,9.290595394535455e-05,0.023693156449575998
0.0,-3.5,1.75,0.0009151194044807124,-0.021968479398683072,-8.85257964874282e-05,0.0219877094630492
0.0,-3.5,3.5,-5.22807011828592e-07,1.8981933376548116e-05,-5.867657065360288e-09,1.898913258452655e-05
0.0,-1.75,-3.5,-2.1244252035540888e-07,-3.2520322454409695e-06,1.608651104625812e-08,3.259003578654131e-06
0.0,-1.75,-1.75,0.02479700431863009,-0.1994956638937606,-0.00024866203265075257,0.20103102538761758
0.0,-1.75,0.0,0.0018993152897898106,-0.15975200865174152,-2.8678228498107123e-05,0.1597633014470999
0.0,-1.75,1.75,0.0018014206648133673,-0.09668784109543799,2.0569494310922624e-05,0.09670462323597762
0.0,-1.75,3.5,-1.5419890857314836e-06,7.985740264163782e-05,1.637779261191811e-08,7.987229028418598e-05
0.0,0.0,-3.5,-1.6248038541973477e-07,-3.378479850805504e-06,2.9750943820927158e-08,3.382515498353727e-06
0.0,0.0,-1.75,0.025090622354877773,-0.19709706853530484,-0.00030834137994693156,0.19868791817765954
0.0,0.0,0.0,0.0018455292980737257,-0.16277578641023846,-4.4862865430049135e-05,0.16278625443365394
0.0,0.0,1.75,0.001816064115341391,-0.09831389353555953,2.852712795846875e-05,0.09833066950239581
0.0,0.0,3.5,-1.531860239795728e-06,8.10881638967809e-05,7.320867223797494e-08,8.110266505766109e-05
0.0,1.75,-3.5,-1.5957719812576063e-07,-3.3582362207367924e-06,-1.1610952490505726e-09,3.362025690647289e-06
0.0,1.75,-1.75,0.025041223710136264,-0.1970647429237689,-0.0003613735893956802,0.19864970772539114
0.0,1.75,0.0,0.0018850432344105286,-0.16270726051446555,-4.529174385522681e-05,0.162718186025594
0.0,1.75,1.75,0.0018026580475105063,-0.09829062099620461,2.9384484304818632e-05,0.098307154446173
0.0,1.75,3.5,-1.491741281797699e-06,8.099652577883404e-05,2.276855450891268e-08,8.101026477367064e-05
0.0,3.5,-3.5,5.412224635856756e-08,5.687298011982851e-07,1.1105190234581047e-08,5.714071486882927e-07
0.0,3.5,-1.75,0.011716491467371535,-0.27531751507542246,-0.0006329071686784818,0.27556743430800135
0.0,3.5,0.0,0.005187178606181683,-0.05867115274294246,-9.088702087140725e-05,0.05890007849339996
0.0,3.5,1.75,0.003131666662403798,-0.04241841473091032,-0.00039828725583555054,0.04253572471589125
0.0,3.5,3.5,-3.1489315490967464e-06,3.4136801095891676e-05,1.359637240458826e-07,3.42819988491865e-05
1.75,-3.5,-3.5,2.0495257604767904e-08,-4.349221116114965e-07,-6.341136907190643e-10,4.354052145450966e-07
1.75,-3.5,-1.75,0.0015963045382265848,-0.27782187488679266,5.4466205492785084e-05,0.2778264661985229
1.75,-3.5,0.0,0.0017256088191764428,-0.09575946435193537,0.0001622078650411125,0.09577514839538429
1.75,-3.5,1.75,0.0014654546534152075,-0.06131753057094638,-0.00021704164204347168,0.06133542385713611
1.75,-3.5,3.5,-7.448815771117747e-07,5.1384794984441634e-05,5.19853228826069e-09,5.139019392045292e-05
1.75,-1.75,-3.5,-8.140700949701775e-09,-4.923394933591703e-06,1.592679063636198e-08,4.923427424649253e-06
1.75,-1.75,-1.75,0.02310272483978973,-0.1524711654143769,-0.00025878762245713457,0.1542117347962692
1.75,-1.75,0.0,0.007933595773902248,-0.20776593837354887,-9.753611461560053e-05,0.20791737927224516
1.75,-1.75,1.75,0.005181581164453011,-0.12258558256224905,6.195551258815198e-05,0.12269505969669411
1.75,-1.75,3.5,-4.333212870495261e-06,0.00010019753222835502,-1.2271660607279424e-08,0.00010029118779347926
1.75,0.0,-3.5,4.2016778581890684e-08,-5.028600377181045e-06,3.252621487636083e-08,5.028881099978595e-06
1.75,0.0,-1.75,0.02336155124592064,-0.14948971930932178,-0.00028571475145528765,0.15130439480965113
1.75,0.0,0.0,0.007888996404374385,-0.21019164751656913,-0.00010533691466561238,0.21033966826507897
1.75,0.0,1.75,0.005183402582338262,-0.12387361867022746,6.452092231708814e-05,0.12398203590737222
1.75,0.0,3.5,-4.297810530739064e-06,0.00010114364471341922,5.765105202328441e-08,0.00010123493154497763
1.75,1.75,-3.5,3.796213411457615e-08,-5.007575486746916e-06,-3.752928805990926e-09,5.007720785304405e-06
1.75,1.75,-1.75,0.023311337356933574,-0.14945673153228106,-0.00035118504802125663,0.15126419398066107
1.75,1.75,0.0,0.00791955760769364,-0.21013157861418497,-0.00010659385001778888,0.21028079105291533
1.75,1.75,1.75,0.005180287133223522,-0.12384788841904429,6.490583401045398e-05,0.12395619812420021
1.75,1.75,3.5,-4.244166024212794e-06,0.00010106152077672045,3.1905083685318267e-09,0.00010115060028059115
1.75,3.5,-3.5,1.3968478508890859e-07,-1.5283678605273648e-06,1.1076086316452664e-08,1.5347777806465724e-06
1.75,3.5,-1.75,0.010167837888383682,-0.24701907637363635,-0.0005662310080054351,0.24722890129870187
1.75,3.5,0.0,0.009324957700835808,-0.12514207067463332,-0.000494270594473429,0.12548998761764962
1.75,3.5,1.75,0.006043240073802172,-0.0791833660692342,-5.38113725900593e-05,0.07941365819749005
1.75,3.5,3.5,-4.5779796636107434e-06,6.355863814628652e-05,5.6414529555730195e-08,6.372332040477934e-05
3.5,-3.5,-3.5,8.383198345057565e-09,-2.382936426523111e-06,-2.568732573454029e-10,2.38295118641761e-06
3.5,-3.5,-1.75,0.0019432578708124767,-0.09736010772749026,2.3249682660396514e-05,0.09737950178763868
3.5,-3.5,0.0,0.0012128328284287933,-0.15006170143989825,0.00019013856061039097,0.15006672301072982
3.5,-3.5,1.75,0.0011097833812503052,-0.10026070121412253,-0.000321421833859599,0.10026735829319595
3.5,-3.5,3.5,-5.802839385090844e-07,6.612596877811773e-05,1.419941909703956e-08,6.612851637468811e-05
3.5,-1.75,-3.5,-2.182339589450113e-07,-3.425575712245825e-06,2.5463015485365507e-09,3.432521158684514e-06
3.5,-1.75,-1.75,0.02637941796414279,-0.0220291940206297,-2.2889476351806142e-05,0.03436800263695309
3.5,-1.75,0.0,0.0028410581808863584,-0.1895561994762059,-0.00018156564923139484,0.18957757604087916
3.5,-1.75,1.75,0.002520897496881876,-0.1314861796149455,0.0001712168632785822,0.13151045460014865
3.5,-1.75,3.5,-1.919214177560819e-06,7.346311893698176e-05,-8.229747339029737e-08,7.348823034937366e-05
3.5,0.0,-3.5,-1.65774115555161e-07,-3.4421698993792904e-06,1.1593408562248143e-08,3.44617891014135e-06
3.5,0.0,-1.75,0.02669241304188694,-0.020235688585990237,-8.694006695033696e-06,0.033495792006364385
3.5,0.0,0.0,0.002785492980598875,-0.1903212387779633,-0.00018437817327721432,0.19034171086872756
3.5,0.0,1.75,0.002537137298124349,-0.13206721075241487,0.0001720317908665713,0.13209169094431858
3.5,0.0,3.5,-1.902454084985189e-06,7.354208965519517e-05,-3.44892850497707e-08,7.356670083610536e-05
3.5,1.75,-3.5,-1.6175270988809997e-07,-3.4338627578330084e-06,-6.357301460062348e-09,3.4376762200751994e-06
3.5,1.75,-1.75,0.0266451105768609,-0.020221878609327344,-4.656327186054001e-05,0.0334497901380831
3.5,1.75,0.0,0.002830077675201083,-0.1903025144863154,-0.00018528730983583558,0.19032364721928052
3.5,1.75,1.75,0.0025245614125616175,-0.13205533901927552,0.0001724257063696424,0.13207958095196168
3.5,1.75,3.5,-1.8652469241453143e-06,7.352283509803141e-05,-6.441810031506901e-08,7.354651981319035e-05
3.5,3.5,-3.5,6.056854667943641e-08,-2.631773362093668e-06,2.0991752741407896e-09,2.6324710795770387e-06
3.5,3.5,-1.75,0.012431416909736981,-0.0788709737766371,-0.0001326404431405526,0.07984477581123156
3.5,3.5,0.0,0.006092825510268641,-0.16130905687953406,-0.0007988055543989308,0.1614260587525356
3.5,3.5,1.75,0.003820120422404933,-0.11111392538375203,0.0004096161918439616,0.11118032883407168
3.5,3.5,3.5,-3.4955891985201282e-06,6.798903583856518e-05,-9.17369126801598e-08,6.807889947526809e-05
