x,y,z,Ex,Ey,Ez,|E|
-1.75,-1.75,3.5,-8.381220861238998e-05,0.00015392623786979873,5.9035816549068805e-05,0.00018494053274729135
-1.75,0.0,-3.5,-6.612759038141347e-08,1.1890750666154054e-06,7.609543660265501e-09,1.1909367226728714e-06
-1.75,0.0,-1.75,0.002153124892261018,-0.006819001982948231,0.000560913788530089,0.007172820862344821
-1.75,0.0,0.0,-0.0017083039209923147,0.02016584733617676,0.0004903434142978433,0.02024401486208727
-1.75,0.0,1.75,-0.04997138648271778,0.3328830376293906,0.03427203949848047,0.3383531127383947
-1.75,0.0,3.5,5.2940188813286625e-05,-0.0003214528967728816,3.447028644015163e-05,0.0003276016316847787
-1.75,1.75,-3.5,2.839622263452135e-08,2.1537213444960304e-07,4.4999187980989416e-08,2.218477601334654e-07
-1.75,1.75,-1.75,-0.002428122466580426,0.006974024625557309,0.004773767530590315,0.00879327326009551
-1.75,1.75,0.0,-0.0016955174267376757,0.021491652574976212,0.0021455987574662177,0.021664937197598644
-1.75,1.75,1.75,-0.0018313312798451803,0.34594145011820593,-0.03974826367391019,0.34822229272295935
-1.75,1.75,3.5,-7.2060351363488155e-06,-0.00040292570632308075,-3.4261963505472844e-05,0.0004044439811662304
-1.75,3.5,-3.5,-7.78118153772144e-09,3.370616492750396e-08,3.9565923752196766e-08,5.255582425010308e-08
-1.75,3.5,-1.75,4.613124209087743e-05,-2.8646346602112723e-05,-1.3283610351499003e-05,5.5903121330261766e-05
-1.75,3.5,0.0,-0.0014591804420597783,0.021432019581978975,-3.088474307154977e-05,0.021481657868799946
-1.75,3.5,1.75,-0.013572224586312659,0.2784919044510433,-0.0012470189150082698,0.2788252161859912
-1.75,3.5,3.5,8.05649740345565e-06,-0.00022169320288828684,-7.453810927444943e-06,0.0002219647329073272
0.0,-3.5,-3.5,-9.68806758818139e-09,1.0843825596752845e-08,-3.5784142995832552e-09,1.497505445951449e-08
0.0,-3.5,-1.75,-9.177801293974648e-08,-3.5492617021748424e-05,2.808050503642826e-07,3.549384647699479e-05
0.0,-3.5,0.0,-0.00025289684100855686,0.022824657484519825,-5.295911832752069e-06,0.022826059102361955
0.0,-3.5,1.75,-0.001267561721031841,0.28589556989976805,1.4076306436231606e-06,0.28589837985377115
0.0,-3.5,3.5,7.978738015334628e-07,-0.0002344515992631739,3.1033590903352963e-07,0.00023445316229055111
0.0,-1.75,-3.5,8.660806815640557e-07,-4.4402685077622967e-07,-8.063113064871743e-07,1.263880340126299e-06
0.0,-1.75,-1.75,0.0011154123990921249,-0.006535172703409386,0.005598333188340437,0.008677209319309383
0.0,-1.75,0.0,-0.0022455237342623555,0.01793805189855244,0.0004325101254810788,0.01808322835571514
0.0,-1.75,1.75,-0.020981719248808175,0.14484233613351982,-0.015288064576154274,0.1471504665223186
0.0,-1.75,3.5,3.978171337774182e-05,-4.5302760262023035e-05,-0.00033557742263879396,0.00034095033566712156
0.0,0.0,-3.5,3.4734690542815e-07,-4.82969635350747e-07,1.792811056478867e-07,6.213302312166006e-07
0.0,0.0,-1.75,0.003292796060770429,0.006101875956091202,-0.002941040920962223,0.007531607914656969
0.0,0.0,0.0,-0.011942392201374616,-0.01753806375824875,0.023451516454607496,0.03162559147115794
0.0,0.0,1.75,-0.010569488018364572,0.05178474383725668,0.009726472917833212,0.0537399111153153
0.0,0.0,3.5,1.9737133084293807e-05,-0.0001346810122756653,-5.573930466803577e-05,0.0001470897670637259
0.0,1.75,-3.5,5.119121545648207e-08,-1.4604751136256736e-07,8.988375130952385e-08,1.789678878027663e-07
0.0,1.75,-1.75,-0.0016482657625869494,0.005457234864412389,0.004647662039626308,0.007355199169570992
0.0,1.75,0.0,0.014561824269659462,-0.03147242776493547,-0.027651386378915777,0.044352673021539675
0.0,1.75,1.75,-0.00835592503327753,0.03670965674822279,0.004793362304252088,0.03795255859509235
0.0,1.75,3.5,1.754984916291727e-05,-0.00012219079209339854,5.124217011151744e-05,0.0001336575732077722
0.0,3.5,-3.5,-7.479041568313915e-08,-6.525465219874092e-08,-1.5620365324850242e-08,1.0047771755228704e-07
0.0,3.5,-1.75,-6.601299431305187e-05,-2.8497120389330017e-05,-1.1975663542305675e-05,7.289182262735304e-05
0.0,3.5,0.0,-0.001476628517765335,0.021951135748501154,-1.008718438101502e-05,0.02200074758229574
0.0,3.5,1.75,-0.010778189020317065,0.2534157547731724,-0.0008211903173667894,0.2536461875908086
0.0,3.5,3.5,5.70811130853851e-06,-0.00019935294695706007,-6.483348652742147e-06,0.0001995400055250277
1.75,-3.5,-3.5,-9.296009281253474e-09,-9.425432173108188e-09,-1.546267898235548e-11,1.3238383560746945e-08
1.75,-3.5,-1.75,1.284176521899989e-08,-4.0628320882179516e-05,1.6340562121334608e-07,4.0628651516058495e-05
1.75,-3.5,0.0,-0.00023793592017726662,0.02289393872337188,-7.4211844783424215e-06,0.022895176322657924
1.75,-3.5,1.75,-0.0006453402473052517,0.25528542362730067,-0.00013472313176161313,0.2552862748581039
1.75,-3.5,3.5,5.488433877354597e-07,-0.00020203238963114643,-7.519933178736583e-07,0.0002020345346298146
1.75,-1.75,-3.5,-2.8451453862565614e-06,-1.5215379607756651e-06,-2.012986904370294e-06,3.802899724182149e-06
1.75,-1.75,-1.75,0.00518397752201505,-0.0022638311841769957,0.00901953545868971,0.01064662267903632
1.75,-1.75,0.0,-0.0018542106479313043,0.016437537283887964,-0.0007402699934619855,0.016558343176457265
1.75,-1.75,1.75,-0.020752517001196236,0.11639140540445334,0.0152621604633503,0.11920805239545608
1.75,-1.75,3.5,0.00013203139232658816,-0.00036921827938953846,-0.0005443183764688821,0.0006708479122400162
1.75,0.0,-3.5,1.1439060213557754e-07,3.8531291520302055e-07,3.772920905265272e-07,5.512717787562387e-07
1.75,0.0,-1.75,0.00178461822352334,0.003218664538274941,-0.0010890096495900538,0.0038380471115634436
1.75,0.0,0.0,-0.001750179254899389,0.01568131654048298,0.0018661341616327918,0.015888652320959075
1.75,0.0,1.75,-0.008674627029522937,0.14123946744788182,0.0013743750307790457,0.14151227941697436
1.75,0.0,3.5,-3.365646347428343e-05,0.0003178466506140021,0.0001574645025787223,0.00035630649785332256
1.75,1.75,-3.5,-8.842231460524466e-09,-4.1971464432806063e-07,-3.383491769972161e-07,5.391833948623839e-07
1.75,1.75,-1.75,-0.003423352774707242,0.006373587606276845,0.0023195340912027154,0.007597512855878111
1.75,1.75,0.0,-0.0025592004360600598,0.015548106618791819,0.00037145240516582264,0.015761697344846826
1.75,1.75,1.75,-0.029604422106286346,0.14987822637280068,-0.004692614110929042,0.15284608328674226
1.75,1.75,3.5,2.8185763772734626e-06,0.0003135323351604082,-0.00013117403081620147,0.0003398780603753394
1.75,3.5,-3.5,6.481866578303223e-08,-1.3343215101376379e-08,-2.2593580170180667e-08,6.992832536276279e-08
1.75,3.5,-1.75,4.320055099247028e-05,-1.594532082846247e-05,4.6669837975877486e-05,6.556382111401288e-05
1.75,3.5,0.0,-0.001405861192241679,0.021359894123204146,2.7818468613629136e-05,0.021406127545951375
1.75,3.5,1.75,-0.0073240766315424465,0.21699094882296885,-0.0006210520381612209,0.21711540635162466
1.75,3.5,3.5,1.2574874989305659e-05,-0.00019456369752427293,1.15240687921787e-05,0.00019530991791724326
3.5,-3.5,-3.5,-1.7863518665456697e-13,1.3217048882119872e-13,-2.895461000087609e-13,3.6498837249511107e-13
3.5,-3.5,-1.75,9.103931356882693e-08,-8.004723182462917e-06,-2.6103544861807697e-08,8.005283429056631e-06
3.5,-3.5,0.0,-0.00027073513145676336,0.01484962548634411,-8.746287704443044e-06,0.014852095848520305
3.5,-3.5,1.75,-0.0012164502437421753,0.04413836660260768,-0.00028366716419394537,0.04415603723843134
3.5,-3.5,3.5,9.258183090169928e-07,-2.7454728981874307e-05,-1.2574417675670712e-07,2.7470622392065826e-05
3.5,-1.75,-3.5,3.187469566905186e-08,3.467044515346751e-08,1.9958292830340466e-07,2.0506433444481817e-07
3.5,-1.75,-1.75,-1.8651334452335721e-06,-1.802615896742584e-05,1.4113344120845372e-05,2.296971075483617e-05
3.5,-1.75,0.0,-0.0020794505679347795,0.007201757483631203,5.618034624416438e-06,0.007495962718679659
3.5,-1.75,1.75,-0.024941547833568913,-0.05614959703538207,0.00014886781327340203,0.061440053850853854
3.5,-1.75,3.5,2.088808809755814e-05,3.329029688966613e-05,2.306660744021708e-06,3.9368474381940115e-05
3.5,0.0,-3.5,-6.777786343717013e-08,-2.7477287752394173e-07,-9.47614352923728e-08,2.984521781015601e-07
3.5,0.0,-1.75,4.142758370747453e-06,-2.2754126833170343e-07,-2.4071758565485513e-06,4.796740304784318e-06
3.5,0.0,0.0,-0.0020749826734184525,0.007039864794345021,5.944972320316392e-06,0.007339297293361344
3.5,0.0,1.75,-0.024943000528607123,-0.058388550616692556,0.00013452018178008334,0.0634932611713044
3.5,0.0,3.5,1.9286698555515436e-05,1.933590108170678e-05,-9.15408775695246e-07,2.7325661657853602e-05
3.5,1.75,-3.5,4.2776279043667e-08,-3.134353667326958e-07,-1.3293370117291965e-07,3.431368649317824e-07
3.5,1.75,-1.75,5.770892871243191e-06,-1.8467312422073158e-05,7.459273064539026e-07,1.9362366595339956e-05
3.5,1.75,0.0,-0.0020784793118783645,0.0070426920478683696,6.81102378665476e-06,0.007342998973243817
3.5,1.75,1.75,-0.025123533586072437,-0.05835588388945735,0.00011814273973582939,0.06353436142810667
3.5,1.75,3.5,2.2707441900058397e-05,2.0177203109443828e-05,6.692628317815023e-07,3.0384129997455603e-05
3.5,3.5,-3.5,4.3315487185203697e-13,6.087265396777995e-13,1.5488148840572538e-12,1.7195925936670427e-12
3.5,3.5,-1.75,5.823967832198341e-07,-8.415016508679989e-06,1.4094776665877715e-07,8.436323555162382e-06
3.5,3.5,0.0,-0.0015748969059422118,0.012988870351226742,3.4860410013029504e-05,0.013084046335652811
3.5,3.5,1.75,-0.011006955239604578,0.016391118315388094,0.00013758400482678242,0.01974438534455033
3.5,3.5,3.5,6.357189213310061e-06,-1.2781741773197785e-05,-8.361368601764474e-07,1.4299856723040297e-05
